2563.7,902.79,371.18,245.06,1264.6,-767.23,-768.91,307.76,-1154.1,-2371.3,-238.82,1445.7,2549.6,1776.9,-129.69,1574.6,-249.45,2103.6,2495.4,-2114.1,-1960.1,-1673.6,-1753.4,-971.84,873.07,1727.4,1594.8,1582.2,-2486.9,-2704,-755.33,1903.2,-2988,-332.27,672.94,-576.92,1601.8,-1676.2,-2625.6,741.32
-1139.9,542.5,-624.27,-898.48,-1097.5,-2986.9,-1117.9,-1021.6,-1022.6,-1795.5,973.14,-762.35,-316.84,2819.4,375.14,258.05,-853.93,-1493.9,1205.8,-359.7,-4.237,2555.1,-1276.3,362.08,-665.23,-151.32,829.36,1524.1,321.44,39.138,1073.6,-174.77,1037.5,3238.1,-163.47,-1093.6,1797.9,-1111.3,2521.6,-1342.4
-731.39,-1460,525.09,-89.501,1536.3,952.46,-1142.7,-1500.7,698.58,-933.37,-1467.7,499.88,1336.7,506.45,-301.03,-1468.9,-1109.8,743.36,-1108.6,-469.34,695.82,31.545,587.48,-1817.9,1140.1,1208.7,-1394.2,295.83,429.37,248.06,446.19,-790.96,385.21,740.8,984.28,-1453,878.97,340.8,801.64,1225.6
-1544.6,-225.47,865.66,460.41,-148.99,-1623,-240.99,1682.5,650.27,1287.7,1675,995.24,-89.364,984.4,-432.47,-905.45,-78.458,-668.79,-353.06,-92.009,-84.311,376.05,-23.284,-1062.4,212.2,911.52,517.31,834.92,113.06,-272.95,-1088.1,-857.06,-1085.1,-1851,-358.48,-636.15,592.82,1175.3,224.53,162.68
39.457,40.97,-340.6,15.36,874.08,1009.9,-1636.6,1832.5,64.495,-253.81,857.45,-698.43,-237.92,-447.48,525.78,-639.52,-802.55,-454.07,907.88,-847.06,-665.56,-20.08,130.93,-370.06,713.39,-631.99,843.71,-575.68,-506.19,964.14,513.36,804.93,102.88,383.39,429.86,-1200.7,-1233.2,568.65,329.33,-390.99
-602.13,-202.11,635.26,1410.2,-155.77,-1185.6,-575.64,-721.31,947.47,-1196.5,38.823,405.51,-619.71,-935.78,-210.47,-25.488,1149.8,14.021,-173.03,461.3,222.5,52.568,-432.95,-55.772,996.97,368.26,788.3,-458.17,-664.43,617.05,1179.2,-220.01,-510.33,306.55,379.1,488.12,-571.7,-76.084,-547.52,-320.56
276.42,-740.57,336.08,826.66,-567.56,112.76,-292,648.09,-491.43,-1012.1,564.75,-904.06,650.06,-267.34,-154.26,912.98,-491.32,825.6,-472.65,1494.1,-473.66,-50.47,-510.88,310.19,359.77,-316.24,62.313,105.75,313.61,-320.41,-801.62,-872.93,575.29,-199.83,342.93,-450.16,19.342,263.34,315.5,74.013
-391.36,-827.05,0.66465,84.609,-423.96,1041.7,833.26,-557,410.51,-527.3,898.6,-1074.4,-665.63,648.16,223.84,305.22,359.5,-220.05,494.33,151.57,-143.8,-376.18,831,-873.73,206.45,414.49,-183.02,729.33,-352.13,-215.48,145.46,298.64,-189.47,138.83,-546.27,-68.964,31.459,252.02,-428.47,-435.42
-373.5,-193.76,54.125,-186.25,243.58,-398.61,941.1,695.65,-962.56,-1044.1,633.31,317.27,21.294,-1009,318.39,-1194.8,-277.32,375.99,130.01,195.21,-178.09,313.11,-74.38,-292.47,-265.32,247.62,-813.06,427.5,489.42,-137.43,474.59,795.49,-10.858,-74,230.53,737.84,-70.552,-184.32,39.195,59.157
461.97,129.79,-371.02,-199.84,-224.03,25.159,670.08,317.95,-117.2,-899.86,317.69,585.42,196.83,588.73,-175.71,-79.494,266.77,-416.99,-142.29,-803.54,343.34,-417.21,-21.792,-119.88,-71.171,-143.29,-73.63,-187.47,-587.97,98.23,-175.19,-1096.5,518.17,247.15,573.67,489.39,-542.93,853.19,85.471,98.032
331.03,-268.59,-420.58,548.71,-26.934,-14.264,-466.38,591.88,556.95,-148.18,3.8958,-259.26,-519.59,448.04,393.33,-142.76,472.06,-1.8279,144.75,-240.59,384.16,161.25,-155.58,735.5,-178.25,60.029,-1276.7,415.27,-331.39,-47.222,182.97,-151.36,10.864,-599.18,332.68,-192.81,27.198,-786.62,56.217,371.27
-584.24,4.459,-317.01,79.762,-292.29,-91.489,493.52,606.37,-317.63,-156.06,-634.66,12.831,-733.71,-10.755,354.04,682.44,-169.99,405.77,-855.23,-446.19,589.98,-160.81,-59.193,-221.78,173.97,220.87,501.24,-8.3257,-285.13,50.401,36.138,628.89,372.27,-170.46,263.06,-456.57,344.33,-1.5919,63.202,89.558
74.432,-134.19,147.12,142.49,-452.54,110.76,-552.23,-161.2,-622.32,-318.51,-275.64,580.97,-0.92496,-186.22,-323.31,-246.58,465.28,-119.52,398.37,-290.67,-80.411,55.15,781.6,352.58,122.47,190.59,232.95,523,294.78,258.35,-240.33,93.985,998.25,-567.25,-250.8,-337.6,132.93,0.88425,-419.87,-376.85
-125.63,-1201.4,116.68,-607.04,-86.517,25.885,3.2142,329.93,273.58,54.474,-122.41,431.09,-105.1,-684.61,5.9496,838.75,90.975,-349.96,595.69,-480.15,-139.78,-46.816,-41.219,55.141,134.86,-74.545,88.255,40.691,403.36,-75.484,34.376,-315.9,-248.07,123.1,191.96,267.48,271.16,-231.65,384.66,175.01
61.303,-388.45,-106.69,-30.483,-421.41,153.88,4.3524,415.93,12.208,367.34,-837.49,-333.14,192.61,127.02,215.77,-658.21,433.83,168.27,385.49,385.93,-235.75,322.07,-217.23,-521.69,-390.85,399.41,571.39,-39.305,-453.08,-275.45,112.81,-245.85,298.06,5.0492,259.76,352.03,-93.498,-98.699,180.89,-78.128
